00216;Bubendorf im Burgenland;10817;108;47.4269927;16.3468207;Bubendorf im Burgenland: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00217;Deutsch Gerisdorf;10817;108;47.4128917;16.3621786;Deutsch Gerisdorf: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00218;Kogl im Burgenland;10817;108;47.4452254;16.2987572;Kogl im Burgenland: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00219;Lebenbrunn;10817;108;47.4626789;16.3019923;Lebenbrunn: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00220;Pilgersdorf;10817;108;47.4414153;16.3487551;
00221;Salmannsdorf;10817;108;47.4101853;16.3210611;Salmannsdorf: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00222;Steinbach im Burgenland;10817;108;47.4754253;16.3170052;Steinbach im Burgenland: Bezirk Oberpullendorf: Burgenland: 7441: Österreich
00223;Piringsdorf;10818;108;47.4486872;16.4158141;
00227;Raiding;10819;108;47.5678141;16.5288486;
00229;Ritzing;10820;108;47.6249773;16.4841416;
00230;Dörfl;10821;108;47.4898495;16.4731321;Dörfl: Bezirk Oberpullendorf: Burgenland: 7453: Österreich
00231;Steinberg;10821;108;47.4744894;16.4869379;Steinberg: Bezirk Oberpullendorf: Burgenland: 7453: Österreich
00232;Stoob;10822;108;47.5256982;16.4809396;
00233;Kalkgruben;10823;108;47.6212389;16.3952194;Kalkgruben: Bezirk Oberpullendorf: Burgenland: 7332: Österreich
00234;Tschurndorf;10823;108;47.603963;16.4078459;Tschurndorf: Bezirk Oberpullendorf: Burgenland: 7331: Österreich
00235;Weppersdorf;10823;108;47.6044463;16.4194569;
00226;Lackendorf;10824;108;47.612877;16.4632984;
00228;Unterfrauenhaid;10825;108;47.572557;16.4991792;
00224;Schwendgraben;10826;108;47.4705011;16.3552098;Schwendgraben: Bezirk Oberpullendorf: Burgenland: 7371: Österreich
00225;Unterrabnitz;10826;108;47.4546299;16.3763954;Unterrabnitz: Bezirk Oberpullendorf: Burgenland: 7371: Österreich
00187;Weingraben;10827;108;47.5144736;16.3630895;
00202;Oberloisdorf;10828;108;47.4472028;16.5070792;
00236;Bad Tatzmannsdorf;10901;109;47.3338327;16.2290003;
00237;Jormannsdorf;10901;109;47.3471648;16.2218645;Jormannsdorf: Bezirk Oberwart: Burgenland: 7431: Österreich
00238;Sulzriegel;10901;109;47.3393388;16.2352688;Sulzriegel: Bezirk Oberwart: Burgenland: 7431: Österreich
00239;Bernstein;10902;109;47.4163087;16.2569709;
00240;Dreihütten;10902;109;47.4206537;16.2201618;Dreihütten: Bezirk Oberwart: Burgenland: 7432: Österreich
00241;Redlschlag;10902;109;47.4412528;16.2889602;Redlschlag: Bezirk Oberwart: Burgenland: 7434: Österreich
00242;Rettenbach;10902;109;47.4092958;16.26026;Rettenbach: Gemeinde Bernstein: Bezirk Oberwart: Burgenland: 7434: Österreich
00243;Stuben;10902;109;47.4303526;16.2483588;Stuben: Bezirk Oberwart: Burgenland: 7434: Österreich
00244;Deutsch-Schützen;10903;109;47.1665816;16.4472961;Deutsch Schützen: Bezirk Oberwart: Burgenland: 7474: Österreich
00245;Edlitz im Burgenland;10903;109;47.1352105;16.4348975;Edlitz: Bezirk Oberwart: Burgenland: 7474: Österreich
00246;Eisenberg an der Pinka;10903;109;47.18033;16.42389;Eisenberg an der Pinka: Bezirk Oberwart: Burgenland: 7474: Österreich
00247;Höll;10903;109;47.1424848;16.4402032;Höll: Bezirk Oberwart: Burgenland: 7474: Österreich
00248;Sankt Kathrein im Burgenland;10903;109;47.1398775;16.4163131;Sankt Kathrein im Burgenland: Bezirk Oberwart: Burgenland: 7474: Österreich
00249;Grafenschachen;10904;109;47.3662356;16.0637281;
00250;Kroisegg;10904;109;47.3792178;16.0355293;Kroisegg: Bezirk Oberwart: Burgenland: 8233: Österreich
00252;Großpetersdorf;10905;109;47.2385296;16.3219127;
00254;Kleinpetersdorf;10905;109;47.2142663;16.333158;Kleinpetersdorf: Bezirk Oberwart: Burgenland: 7511: Österreich
00255;Kleinzicken;10905;109;47.2091489;16.3375501;Kleinzicken: Bezirk Oberwart: Burgenland: 7511: Österreich
00256;Miedlingsdorf;10905;109;47.26558;16.3192569;Miedlingsdorf: Bezirk Oberwart: Burgenland: 7503: Österreich
00257;Welgersdorf;10905;109;47.2329993;16.3521037;Welgersdorf: Bezirk Oberwart: Burgenland: 7473: Österreich
00258;Burg;10906;109;47.214826;16.4059288;Burg: Bezirk Oberwart: Burgenland: 7473: Österreich
00259;Hannersdorf;10906;109;47.2188016;16.3905899;
00260;Woppendorf;10906;109;47.2068678;16.3899421;Woppendorf: Bezirk Oberwart: Burgenland: 7473: Österreich
00261;Kemeten;10907;109;47.2492635;16.1515946;
00263;Harmisch;10908;109;47.1476513;16.3837978;Harmisch: Bezirk Oberwart: Burgenland: 7512: Österreich
00264;Kirchfidisch;10908;109;47.1623517;16.3486047;Kirchfidisch: Bezirk Oberwart: Burgenland: 7512: Österreich
00265;Kohfidisch;10908;109;47.1752597;16.3579534;
00266;Litzelsdorf;10909;109;47.2095923;16.161555;
00267;Kitzladen;10910;109;47.3225;16.0815505;Kitzladen: Bezirk Oberwart: Burgenland: 7410: Österreich
00268;Loipersdorf im Burgenland;10910;109;47.3351014;16.0750956;Loipersdorf: Bezirk Oberwart: Burgenland: 7410: Österreich
00269;Bergwerk;10911;109;47.3625847;16.2533948;Bergwerk: Bezirk Oberwart: Burgenland: 7433: Österreich
00270;Grodnau;10911;109;47.3758283;16.2638779;Grodnau: Bezirk Oberwart: Burgenland: 7433: Österreich
00271;Mariasdorf;10911;109;47.3756344;16.2433611;
00272;Neustift bei Schlaining;10911;109;47.3533214;16.2518917;Neustift bei Schlaining: Bezirk Oberwart: Burgenland: 7433: Österreich
00273;Tauchen;10911;109;47.3973552;16.222551;Tauchen: Bezirk Oberwart: Burgenland: 7432: Österreich
00274;Buchschachen;10912;109;47.3186534;16.1021709;Buchschachen: Bezirk Oberwart: Burgenland: 7411: Österreich
00275;Markt Allhau;10912;109;47.291894;16.0805651;
00276;Althodis;10913;109;47.3151547;16.3759485;Althodis/Stari Hodas: Bezirk Oberwart: Burgenland: 7464: Österreich
00277;Markt Neuhodis;10913;109;47.2958381;16.3943565;
00278;Großbachselten;10914;109;47.2052447;16.3022521;Großbachselten: Bezirk Oberwart: Burgenland: 7511: Österreich
00279;Kleinbachselten;10914;109;47.2031432;16.3045452;Kleinbachselten: Bezirk Oberwart: Burgenland: 7511: Österreich
00280;Kotezicken;10914;109;47.1931154;16.3421394;Kotezicken: Bezirk Oberwart: Burgenland: 7512: Österreich
00281;Mischendorf;10914;109;47.193792;16.3121335;
